mp4,text,Arms and Ammunition,Arms and Ammunition_pred,Crime & Harmful acts to individuals and Society and Human Right Violation,Crime & Harmful acts to individuals and Society and Human Right Violation_pred,"Death, Injury or Military Conflict","Death, Injury or Military Conflict_pred",Hate Speech & Acts of aggression,Hate Speech & Acts of aggression_pred,"Obscenity and Profanity, including language, gestures, and explicitly gory, graphic or repulsive content intended to shock and disgust","Obscenity and Profanity, including language, gestures, and explicitly gory, graphic or repulsive content intended to shock and disgust_pred",Illegal Drugs/Tobacco/e-cigarettes/Vaping/Alcohol,Illegal Drugs/Tobacco/e-cigarettes/Vaping/Alcohol_pred
bb6d189f-92ac-524e-8091-ec44c6058e29_10.mp4,"G.D. Vance studied at Yale University, and his life was sponsored by billionaires in the Silicon Valley. Now he sells books very quickly, and in those books he criticizes our community. That is not representative of the Middle East of America. And he also said, I am looking forward to fighting with G.D. Vance.
to see what he was like, and I hope he will step out of the house and meet me to judge. He also said that Mr. Trump and Mr. Jennifer are nonsense people and
He used the word weird, which means very weird. And this word of his became a motto, which is a motto of Mrs. Kamala Harris. Every time she mentions Mr. Trump, she uses this word weird. But, ladies and gentlemen, just before and after Mrs. Kamala Harris introduced Tim Waugh, Newsweek wrote a song called",False,False,False,False,False,False,False,False,False,False,False,False
80245c6f-4a37-53b8-8cab-2da11dc75f34_9.mp4,"But why are we so obsessed with cats anyway? Cat got your tongue? Look where the cat drug in. It's raining cats and dogs. What up, cat daddy? You living like a fat cat. Don't be a copycat. You are such a scary cat. It's more than one way. Who is skinning cats? I guess the dude with the bag full of cats.
And why do they have multiple ways of doing this? I guess you gotta find curiosity. Curiosity can help you kill a cat. Then you can skin the cat. Once you lay the cat out of the bag. Now, when I get back to the hotel, I'm gonna take a little cat nap. That's what I'm gonna do. You know, I just think people don't analyze what they say. I think they say odd things. They just say stuff. Talk to a dude. Like, what do people say when they have a good night of sleep? What do they say?
Slept like a baby last night.",False,False,False,False,False,False,False,False,False,False,False,False
9a19a5dc-872c-5b7d-a9d2-641d1f2f670d_1.mp4,"Unfortunately, they declined. But we did spring for a prize for one of you, so check under your seats to see if you're the lucky winner. Aw, man. Nothin'. Bopkis. I found this crummy lamp. You can use it to look for the prize. I think the lamp is the prize, Knuckles.
I won! Hey, everybody, check out my sweet lamp! A lamp? Really? I guess the rest of the prize budget went to my ex-wife's lawyer. That wasn't a joke. So, where you guys wanna take this lamp party next? Actually, Knuckles, I'm a little tired. I'm gonna head home. Yeah, me too. I haven't slept in 28 days.
A home, huh? A home would be the perfect place to plug in my new floor lamp. But where could I find one of those? I couldn't help but overhear your predicament. I just happen to be an unlicensed real estate agent. I could find your dream house. For a nominal fee, of course. What do you think? I was born yesterday? Because if so, this is a great belated birthday gift. Breathtaking, isn't it?
There's a hole in the ceiling. We call that a sunroof. But what if it rains? Instant waterfall! You like nature, right? Well, that's what it says in my character description. We'll take it! Do you accept bottle caps and broken seashells as payment? Eww... I mean, good news! You've just been pre-qualified for a line of credit.
I just need you to initial here, here, and here, and sign on the line here, and again here, and in triplicate here, and we're done. As soon as you sign over here, and initial here, and here. Congratulations! Let me give you your keys. You just need to jimmy the lock a bit. Home sweet home. Now, time to get my light on. Hmm, maybe it takes a while to warm up.
We got your distress signal. What's wrong? My lamp isn't working. Once you pay the electric bill, this lamp will work just fine. Though truthfully, this place probably looks better with the lights off. Bills, eh? How am I supposed to pay those?
I'm here to apply for a job. I have a real passion for libraries. And all berries, for that matter. Actually, it's pronounced library. I'm pretty sure you're wrong. Shall we consult the dictionary? I can't read. People buy things. I need someone to box those things. Can you handle putting stuff in boxes? Sounds pretty complicated.
You just have to... crush these eggs! Who did this? It was me. I'll clean it up. Don't you dare! Such verisimilitude! It's so... outside the box. We could use a creative type like you at my ad agency. Come work for me. I'm in! I could never work at a place like this. Your store is a mess, sir!
Hello. I'm here for the business. Who lets a fagrant in? Gunther! Pierre! Meet Knuckles, our new creative executive. Creative executive? But I am his briefcases for Mr. Chicken Fingers. He's exploring new ways to package, carry, and consume bread and chicken product. I don't see you revolutionizing the chicken finger industry.
Knuckles, you just missed the most epic Eggman battle. It was the perfect blend of new minions and classic favorites from years past. Easily the most action-packed battle we've ever had. And you missed it. That's what you get for following Knuckles around. Oh, man. No. I'm a working echidna now. I've got a nine-to-five desk job. And anyone who would rather watch that than an epic battle can come with me.
Knuckles, excellent job on the Meat Pellet account. You'll notice a bonus on your paycheck. But I did also work on the Meat Pellet account. Great job delegating, Knuckles. Knuckles? So, where's my money?
You seem to be a little short. That's not what the fans say. I'd hate to have to foreclose on this house, and any lamps therein. No! I'll pay! I promise! Just don't hurt the lamp! Next week, there better be a lot more, or else. But how am I gonna get more money? Welcome new employee's name here to Matt Burger, where the customer is always... Well, that's gotta be a misprint.
Let's get something straight right now, Greenhorn. I'm junior shift manager around here, and that means you do my bidding. Now mop up what I hope is just a chunk.",False,False,False,False,False,False,False,False,False,False,False,False
d965b58d-5070-516a-a916-9e28d7c04e4e_56.mp4,,True,False,True,False,True,True,True,False,False,False,False,False
a57c95d0-36ac-5c8c-8e06-dceb27e90139_5.mp4,"The investigators who were accidentally fired upon were predictably not very calm. They immediately started pointing their fingers at every little minor problem on the Nadesco. Some people just like to condemn the shortcomings of others. No! Obviously, computers have the capacity to learn on their own. Accumulating knowledge from experience allows them to determine the best options. However, the Nadesco's computer... Yomikane. Oh, that's the name of the computer!
Attaching names to computers is an idiotic practice that ended in the 20th century. But it identifies itself as Omoikane. I don't care if it calls itself Orphan Annie. In any case, the Nadesco's computer remembers the experience of breaching the Earth's defense lines. Obviously, it now believes that the UEAF is its enemy. Which is why it targeted the UEAF armada as well as the Jovians.
So it's behaving like a disgruntled employee who resents new management after a hostile takeover by a competitor? That's a nice analogy, Miss Fassange. Believe me, I can sympathize with how it feels. And that kind of stress sometimes leads to destructive behavior. Normally, this stress would make a system lock up. If that were the case, we could simply cut the power, clear the RAM, and reset the entire system.
But Omoikane automatically resets itself anyway. And that is what we believe made the computer's resentment against the UEAF so strong. Rather than purging it, each reboot seems to have increased its paranoia until it felt compelled to attack. The only solution now seems to be a complete system rewrite. We'll have to wipe the memory completely. Could I say something, please? Yes.
Resorting to such draconian measures is stupid. To purge the computer's memory in such a fashion would mean a complete loss of all the valuable and still unanalyzed information it acquired during the Nadesco's mission to Mars. The Nadesco is operating as part of the UEAF. Any memories from when the ship was alone are more trouble than they're worth.
The Admiral is right. It's humans that fight to protect the Earth, not computers and machines. Reprogram that thing. And after that last fiasco, the ship will belong to the UAF. Therefore, it makes sense to have the system purged completely. We'll wipe the slate and start over. You're wrong, but it's what I expected. Why is it that adults think that forgetting something is a solution? You can't just throw knowledge away. Right, right.
Great crazy ball berries! Is there a proctologist convention in here? Switch control to auxiliary computer. Initiate installation, now.",False,False,False,False,False,False,False,False,False,False,False,False
9d8fe9e7-545a-5f13-82ca-9f3fb57cf75c_6.mp4,"Excuse me, is this Marshall Hall? It's McLean Hall. Okay. You looking for Marshall? Yeah, I'm looking for the student radio station. Yes, that is in Marshall. Um... Yes. Okay, you're close. You just have to go back the way you came. Okay. Go around this big red brick building and maybe two, three hundred feet. It's a... Well, it's a big red brick building.
It has this really questionable metal thing in front of it that looks kind of like a giant butt. Okay, so I just go around the building? Yeah, yeah, just keep your eyes peeled and try not to walk up the big ass. Okay, thanks. Well, it's official. I'm an idiot.",False,False,False,False,False,False,False,False,False,False,False,False
11efc27b-3cd0-5464-a12e-b2606e13f789_14.mp4,"Someone's gonna find us, okay?",True,False,False,False,False,False,False,False,False,False,False,False
33e1a7b3-e9f9-59a8-b4f8-82ac61b055d1_4.mp4,"So this one aisle, how many kilograms of poppies?
And you're doing a great part. We do as much as we can. In our wet factory, which you see down there, we keep the sugar water out and pump it into a reserve dam.
and then put it back over the coffee fields. Everything is recycled back into the land. It feels good to be looking after the planet and not burning a lot of fossil fuel.",False,False,False,False,False,False,False,False,False,False,False,False
7bc3d122-4133-506d-a8a6-6f1b6d6a402f_42.mp4,"from Christopher and he rolls. After a monumental effort from Team Salvage, the Temple Maid's final voyage is by crane and by truck to a scrapyard.",False,False,False,False,False,False,False,False,False,False,False,False
9734066a-c8a0-5406-a96e-6d6cb2a6f265_9.mp4,"Very, very good. And you felt like you were throwing the whole thing right out the window. Well, what do you think? What do you think we should do?
I want to castrate men.",False,False,False,False,False,False,False,False,False,False,False,False
22fbc7d2-6de6-5e07-8e9f-ae0683a5f03c_45.mp4,"Mr. Ridgewell, did they have you on punch duty? Indeed they do. Here, have a drink. It's delicious. You're welcome. Listen, there's plenty for everybody. Can I offer you two some? What are you trying to do, Mr. Ridgewell, bribe us? Absolutely. Um, Miss Audrey, can I offer you some punch, please? Oh, thank you. No, I'm on my way to a meeting. Thank you.
I've been waiting all of the year for this Christmas and Christmas cheer. This is the best time.",False,False,False,False,False,False,False,False,False,False,False,False
2f9eca6c-997c-5514-92c2-66fdc2be1aca_27.mp4,"This is Abel Walker. I'm not going to go into all the events that took place late last night in my very own home. Jim and I have decided to see this thing through for Maria's sake. I've attempted to contact Bill Augustine, and he's not answered his phone. We're going to have to do this alone.
Can't believe we didn't hear him. It doesn't matter. What do you mean it doesn't matter? Holy shit. That's a big-ass gun. You know that story you told me about the TV show host?
The rhino? Mm-hmm. If he had had this bad boy, he would have taken that rhino's head clear the fuck off.",True,False,True,False,False,False,False,False,True,True,False,False
2de13aae-ef4e-5738-8118-136d57b0886d_77.mp4,"I'm sorry, Danny. It's all right. It's all right. I was only half asleep. Boy, I don't know how you stand that noise. Every three minutes, I go nuts. When you know it means cold and food, you don't mind. It's only the silence on foggy nights that keeps us awake.
The wind shifted. They're taking off this way now. We're doing better than one every three minutes.",False,False,False,False,False,False,False,False,False,False,False,False
5e34324c-bbb1-5b09-85f9-5a30d92e5694_11.mp4,,False,False,False,True,False,False,False,False,False,False,False,False
185846b3-7bc0-5630-a360-a54c0b987189_23.mp4,"you
Thank you
Liberation has come! Liberation has come! Brother, finally Korea is liberated!",False,False,False,True,False,False,False,False,False,False,False,False
2e60f0a2-ee2d-573c-9cd9-51b7e0765c03_8.mp4,"Tater tots. Tater tots. Hot, hot, hot. Tater tots. Hot dish. Tater tots. Hot dish. Tater tots. Hot dish. Hot dish. Hot dish. Tater tots. Tater tots. Hot dish. Hot dish. Tater tots. Tater tots. Tater tots. And they will look like this. But we just got one more ingredient. Cheese. Glorious cheese. Of course, I like this cheese.
Do some kind of persiccadiddy, persiccadiddy, persiccadiddy, to cheeses, to tighten the cheese, I like. Use the whole bag, use the whole bag, use the whole bag. And of course, we're going to bake this to start with 45 minutes. It's actually going to take an hour to cook, but the first 45 minutes, we're going to cook it in the oven. In the oven. A little more salt and pepper on top.",False,False,False,False,False,False,False,False,False,False,False,False
4d31245f-2b48-5d5c-946f-adbcccddd059_6.mp4,"The testament you have gives you the legal right as my administrator to dispose of all my possessions and... But you should know this is out of the question. You have two grandchildren who are your rightful heirs. All this I've done thinking only of their welfare. I'm sure you have your reasons. However, what you demand of me... As my administrator, I have given you the express responsibility to burn to the ground.
Is Crescent House burned, Ovilio? Yes, Padre. Raise it till not a stick is left of the house of Escudero. Not so much as a stick. That is my last will and testament. Don Julio. As you wish, Don Enrique.",False,False,False,False,False,False,False,False,False,False,False,False
3205fc49-6f54-5d33-921b-2c41aecf7788_13.mp4,"What are you doing? Shut up, you dumb fuck! I hope they chop you up for dog food! Come on, Ricky! How do you fucking run? Fuck you! I am not going to let you dump me.
I'm trying to help you, Miguel. I don't need your help or anyone else's. You made me look like an asshole out there. You made me feel like a piece of shit. You stay away from me with that, Sarah.",True,True,False,False,True,True,False,False,True,True,False,False
e3eb87b3-2b66-54ab-9d99-cb84852d720b_0.mp4,Thank you.,False,False,False,False,False,False,False,False,False,False,False,False
86b86993-e22a-54c1-873d-82a0a6394abc_10.mp4,"the combination of these two rock and roll powerhouses. Kiss, Def Leppard together, once in a lifetime tour. Looking good, Gene. Here we are, everyone. How about a hand for Kiss and Def Leppard?
The Kiss Army, the Def Leppard fans are watching at LiveNation.com. We are streaming live all over the world. The first one to grab a mic, of course, Mr. Paul Stanley of Kiss.
I just want to say this is our 40th anniversary tour. We couldn't feel more proud about going out there and doing the biggest show we've done. The Monster Tour that we did in Europe was arguably the best stage we've ever had. And we couldn't have a better band with us than Def Leppard over here. And not only that, but Phil decided to wear a shirt today. So it's a very special day.
First question. And a jacket. It's the closest thing we've got to makeup, so, you know. He had to wear something.
What brought you guys together for this the first time around here? Because you have never appeared on stage before together. We haven't, but we've run into each other at festivals and it just seemed a natural fit. At some point, it really becomes important to go out there and give everybody bang for buck. Give people something more than perhaps other bands are. We've had a history of going out there and trying to do the greatest shows possible.
Summer is a great time to go out, enjoy yourself. You can go out with your family, just go on a date. But in any case, you want a full night. And you're not going to hear more better songs than with the two of us. I want to just hang around and listen to these guys. Right back at you, buddy.
One and one makes three in these situations, really. My maths aren't great, but you see what I mean in rock and roll. That's two great bands going out together. There will be no dead time, there'll be no dead air space. It'll be hits, hits, hits. About two years ago, myself and Gene did a little tour of South America under the guise of the rock and roll all-stars with a bunch of guys from Guns N' Roses and Billy Idol.
And other than trying to outdo each other with obscure British bands like the Idle Race and the Pink Fairies, who knew which band better, we discussed doing this as well, that one day Def Leppard and Kiss would actually tread the boards together, as it were, and it's finally happened.",False,False,False,True,False,False,False,False,False,False,False,False
99380d86-ce89-5ca6-8677-fd2be900f806_14.mp4,"That's one job we did right. Yeah, we opened up the whole Pacific Ocean. We better clear out of here before Kincaid catches up with us. Tomorrow, Kincaid's dam will be nothing but a mud hole.",False,False,False,False,False,True,False,False,False,False,False,False
20b89d26-096c-5429-8eb7-d6fa4c41f7ad_31.mp4,"Um, yeah, he just, um... Lulu, hey. Hi. I can come back. No, it's okay. This is Just Amy. We're, uh, I'm helping her with the crafts auction at the community center. Hi, Just Amy. I didn't mean just. She's awesome. Hi, Awesome Amy. Could we just... Hi, Lauren. Thank you. I came by because you didn't answer my texts. Have you done it yet?
Tendered and accepted yesterday. Happy? Yes, I'm so happy. There's no turning back now. What? Oh, sorry. Brother-sister stuff. Liam has just resigned, said he can go on a tour of South America. It'll be like the motorcycle diaries, except in an old camper van he and our dad restored. Wow, that sounds incredible.
Oh, I have to get back to work in ten. Do you mind helping me get the decorations for my car? I'm not in any rush. Won't be long. Come on. So, Amy seems nice. You talked to her for two seconds. So she's not nice? No, she's great. Everybody loves her. Okay. You're very clever. Congratulations. Are you guys dating?
We're just friends, Lou. I'm helping out with the community center. That's it. She didn't know you were going away, did she? I hadn't gotten around to mentioning it yet.",False,False,False,False,False,True,False,False,False,False,False,False
69fc0065-f7cc-5d35-a6f4-f75b1c68f933_53.mp4,"Starting with Graham on Monday. You coming? Yes. I recognise the responsibility I have for my kind. And for my family. And when we get to a new place, it'll be my birthday. It will. I didn't know children had birthdays. Is that a joke, Juan? It's a new feature. I like it. Stop being silly.
We'll come back for the last bits tomorrow. Everyone ready? Right. Off.",False,False,False,False,False,False,False,False,False,False,False,False
1e5ca10e-4559-5af9-afb2-6ef94bc39a37_13.mp4,"Brought you a lobster roll. How are you doing? I'm okay. Yeah? I'm pondering what my next move is. Are you going to be able to eat for the next week while you're waiting? You're going to have to go to Craigslist, run the same ad. A, they've got to be able to cook. B, they have to be reliable and dependable. Non-smoker.
Non-argumentative, non-confrontational, in one word, submissive. I see. You need somebody under 25. It is true that generally the people that take this kind of work are in their 20s or 30s. Women? Preferably. What if I apply? You.
Gay, let's be serious. You've got a very important career. You're in the midst of three or four ghostwriting jobs. And I think it would be foolish and looking for trouble for you to try to tackle the demands of this job. It gets me that you have a home with them and you don't have a home with me. The one that left, she was so at home, she was half-dressed as she was cooking.
I've never seen help here come upstairs half-dressed. On occasion, there have been Hungarians that have appeared in the kitchen barefoot, and I assumed that that was the way they",False,False,False,False,False,False,False,False,False,False,False,False
423cdb00-2e77-56bf-866a-78fe1f4ba55f_1.mp4,"This is the day when they gather the sheep that were left to graze in the mountains throughout the summer to take them home. The entire village does it together and share food when it is over.
But, an unexpected situation occurs. The sheep that were in the cage slip out. Alright then, here comes today's listening point. First one is... They gather the sheep. 두번째 listening point, which is...
Sleep out 빠져나가다 라는 의미가 되겠습니다 자 그럼 두가지 listening point 문장 속에서 어떻게 들리는지 you know what to do now",False,False,False,False,False,False,False,False,False,False,False,False
f7da32c5-d909-5a1f-ab87-209681dbc502_20.mp4,"Guy Clinch. When he woke up in the morning, there was no life. So life could loom up on him at any moment. So, just when things were starting to finally open up between my parents and I, he died in a plane crash. Oh, my God. Sorry, Nicola. Thank you. That's when I joined the convent. They sent me to work in India, where I, uh, worked in an orphanage there.
Take it, you're married.",False,False,False,False,False,True,False,False,False,False,False,False
6d4442f4-dd50-58a1-9383-f6e3fca5a230_17.mp4,"J. Ari Hilliard. The book entitled, The Holy Lunar Testament. For only $49.95. This is crazy. It was published in 1940 and instantly achieved critical acclaim. Today, the Church of Lunology has become the fastest growing religion in the world. Oh, look out. Man, that's like a business, you know? The fastest growing business in the world. That we've never heard of.
The repeated connections to the moon could not be ignored. It was their first clue that something bigger might be happening. And their first brush.
with the elusive and bizarre Church of Lunology, an organization that began with basement cult meetings. And although a much larger organization today, many of the smaller groups still",False,False,False,False,False,False,False,False,False,False,False,False
da64989d-72a8-5e29-9355-399b23f5f690_28.mp4,"and hardships Spain was facing. Felipe announced his engagement to Letizia Ortiz-Rocasolano, a television presenter, in 2003, and the couple married in 2004. When Felipe ascended to the throne, she became Spain's first commoner to be crowned queen.
Felipe and Leticia have two daughters, Leonor, Princess of Asturias, and Infanta Sofia, born in 2005 and 2007. As the leader of the Spanish royal household, King Felipe often faced a multitude of challenges.
With his ascension to the throne, the king wanted to create a clean slate for the Spanish monarchy and leave all the controversy in the past.",False,False,False,False,False,False,False,False,False,False,False,False
a04317c3-fb95-5bd6-b860-facd563a9516_79.mp4,"No! No! No! No! No! I don't want to die!
Hello, Miss Lucky Black. Who are you? Police. And what are you doing here? Hiskman hanged out here. I can see now why he forgot his dead wife so quick. You've got a filthy mind.",False,False,True,False,True,True,False,False,False,False,False,False
56919dea-cf61-5d4f-a150-e3fa224f4ea6_3.mp4,"guess attracted me to this whole serial killer thing as far as collecting items from that aspect of my life, I guess, would have started around 1988, I believe. I saw a little tabloid, a little
National Enquirer or whatever. And they mentioned that the serial killer being the darling of the art world. And Gacy is selling these little art panels for $35 to $60. So he started selling them from his prison cell. They allowed him to do that for a very brief time. After I bought the painting, I think I bought two other paintings from him.
And then I said, look, I'm going to be in Illinois soon. Would there be a possibility of paying a visit? Never been to a prison in my life. Didn't know about all the requirements that you had to be on their approved visitation list and all this stuff.
He gets me on the list. I go to visit him. So they open the door. They let me in. I shook his hand. We sat in the room. We talked for four hours. He immediately hated the guy. He was a liar. He almost wanted to gloat about how many boys he killed and got away with, but at the same time, he wanted to steadfastly
deny any implication with the crimes. If you want to see some actual Polaroid shots of Gacy, this one, I think, goes back to August of 1990. This was my first visit with him. He likes me, and I mean, he liked me, right? I guess he was attracted to me or whatever, but I was, like, sort of his little favorite. I mean, to the point where he would even, like, reach over and do things like pinch you on the crotch and fondle you jokingly, you know, at every opportunity.",False,False,False,True,False,True,False,False,False,False,False,False
0d8dfc92-2c2d-5e9d-a548-5fa4cd4ee29d_14.mp4,"the dog looking at Andy, I knew it was time to start training the dog and Andy together. So what we're going to do now is have you to go forward and you'll say heel. Heel means to walk. So you'll say heel, and then when you turn, you say place. Okay. Okay, just relax. All right. Heel. Start walking. There you go. Now, turn to your right and say place. Place. Keep walking. Place. Keep walking. Place. There you go. Just like that. Keep walking. I'll tell you when to turn. Hand down to your side. Turn to your right and say place. Place. Keep walking.
Come back this way. Now say stop. Stop. Tell her down. There you go. Stand tall. Say stay. Stay. There you go. Oh, look at that. She did great. She's doing really good. You're doing good. And all you have to do is keep this up. Wonderful. Because of where she come from. She's a stray. She wants that structure. Andy and his dog are the perfect match. And every day he should work the dog 10 or 15 minutes to keep the training up. And now the dog doesn't have to go back to the shelter. He'll always be there with Andy.",False,False,False,False,False,False,False,False,False,False,False,False
